DBNLti_id	DBNLpers_id	YearFirstPublished	YearEditionPublished	Edition	Woman	Born	Died	AuthorOrigin	DBNLgeb_land_code	DBNLgenre	DBNLsubgenre	Author	Title	Filename	ti_id_set	WPAuthor	AuthorInCanon2002	TitleInCanon2002	InBasisbibliotheek2008	AuthorDBRDMatches	AuthorNLWikipedia2019Matches	DBNLSecRefsAuthor	DBNLSecRefsTitle	holding	lending	GNTpages
mees009kind01	mees009	1917	1917	1ste druk	0	1860	1931	Harderwijk		proza,drama	roman	Johan de Meester	De kindsheid van Harlekijntje	mees009kind01_01.xml	mees009kind01	Johan de Meester	0	0	0	0	25	59	5	0	0	1
terv003toet01	terv003	1917	1917	1ste druk	1	1874	1954			proza,jeugdliteratuur	roman	Lina Tervooren	Toetie Roetmop	terv003toet01_01.xml	terv003toet01	Lina Tervooren	0	0	0	0	0	6	0	0	0	0
timm010kind01	timm010	1917	1964	16de druk	0	1886	1947	Lier		proza	roman	Felix Timmermans	Het kindeken Jezus in Vlaanderen	timm010kind01_01.xml	timm010kind01,timm010kind03	Felix Timmermans	0	0	0	1	72	129	8	1	0	2
timm010zeer01	timm010	1917	1918	1ste druk	0	1886	1947	Lier		proza	novelle(n)	Felix Timmermans	De zeer schone uren van Juffrouw Symforosa, begijntjen	timm010zeer01_01.xml	timm010zeer01	Felix Timmermans	0	0	0	1	72	129	4	0	0	2
tous004petr01	tous004	1917	1917	1ste druk	0	1875	1947	Anderlecht		proza	novelle(n)	Fernand Toussaint van Boelaere	Petrusken's einde	tous004petr01_01.xml	tous004petr01	Fernand Victor Toussaint van Boelaere	0	0	0	0	1	46	1	0	0	1
blaa012onde01	blaa012	1918	1918	1ste druk	1	1875	1949	Veenwouden		proza,jeugdliteratuur	roman	Henriëtte Blaauw	Onder één dak	blaa012onde01_01.xml	blaa012onde01	Henriëtte Blaauw	0	0	0	0	0	0	0	2	0	0
brug004omde01	brug004	1918	1918	1ste druk	1	1881	1932	Smilde		proza	roman	Carry van Bruggen	Om de kinderen	brug004omde01_01.xml	brug004omde01	Carry van Bruggen	1	0	0	4	18	68	1	0	0	0
buys009roma01	buys009	1918	1918	1ste druk	0	1859	1932	Nevele		proza	roman	Cyriel Buysse	De roman van den schaatsenrijder	buys009roma01_01.xml	buys009roma01,buys009stem01,buys009verz03,buys009uitd01,buys009twee01,buys009type01,buys009ulek01,buys009tant01,buys009uitl01,buys009oorl01,buys009cont01,buys009kher01,buys009kere01,buys009scha01,buys009verz05	Cyriel Buysse	0	0	0	4	38	166	32	0	0	7
hoek087alie01	hoek087	1918	1918	1ste druk	1					proza,jeugdliteratuur	roman	Nelly Hoekstra-Kapteijn	Ali en haar vriendje	hoek087alie01_01.xml	hoek087alie01		0	0	0	0	0	1	0	0	0	0
kiev001gehe02	kiev001	1918	1918	1ste druk	0	1858	1931	Hoofddorp		proza,jeugdliteratuur	roman	C.J. Kieviet	De geheimzinnige koepel	kiev001gehe02_01.xml	kiev001gehe02	Cornelis Johannes Kieviet	0	0	0	0	6	11	0	0	0	0
krie012eddy02	krie012	1918	1930	3de druk	0	1873	1945	Laag-Keppel		proza,jeugdliteratuur	roman	Charles Krienen	Eddy en Freddy (onder ps. P. Koekoek)	krie012eddy02_01.xml	krie012eddy03,krie012eddy02		0	0	0	0	0	4	0	0	0	0
marx002hoog02	marx002	1918	1950	6de druk	1	1889	1948	Oranjewoud		proza,jeugdliteratuur	roman	Cissy van Marxveldt	Het hoogfatsoen van Herr Feuer. Herinneringen uit mijn Duitse kantoortijd	marx002hoog02_01.xml	marx002hoog02,marx002hoog01	Cissy van Marxveldt	0	0	0	26	11	13	0	0	0	0
osta002gbor02	osta002	1918	1973	1ste druk	0	1896	1928	Antwerpen		proza,sec - letterkunde	non-fictie/autobiografie-memoires,roman	Paul van Ostaijen	Het landhuis in het dorp en De jongen	osta002gbor02_01.xml	osta002land01,osta002gbor02	Paul van Ostaijen	1	0	0	24	59	248	1	0	0	21
quer001gesl01	quer001	1918	1918	1ste druk	0	1871	1943	Amsterdam		proza	roman	Em. Querido	Het geslacht der Santeljano's. De verweerde jaren (onder ps. Joost Mendes)	quer001gesl01_01.xml	quer001gesl01		0	0	0	5	0	12	4	0	0	0
scha043tgel01	scha043	1918	1918	1ste druk	0	1878	1950	Middelburg		proza	roman	Carel Scharten	't Geluk hangt als een druiventros	scha043tgel01_01.xml	scha043tgel01	Carel Scharten	0	0	0	0	1	45	4	2	0	0
wess008gust02	wess008	1918	1932	2de druk	0	1891	1954	Den Haag		proza	novelle(n)	Constant van Wessem	Gustaaf	wess008gust02_01.xml	wess008gust04,wess008gust02	Constant van Wessem	0	0	0	0	5	46	2	0	0	18
boov001kind01	boov001	1919	1919	1ste druk	0	1877	1964	Haarlem		proza	roman	Henri van Booven	Kinderleven	boov001kind01_01.xml	boov001kind01	Henri van Booven	0	0	0	0	5	14	2	0	0	7
boov001sche01	boov001	1919	1919	1ste druk	0	1877	1964	Haarlem		proza	roman	Henri van Booven	De scheiding	boov001sche01_01.xml	boov001sche01	Henri van Booven	0	0	0	0	5	14	3	0	0	7
clae004name01	clae004	1919	1962	3de druk	0	1885	1968	Zichem		proza	roman	Ernest Claes	Namen 1914	clae004name01_01.xml	clae004name02,clae004name01	Ernest Claes	0	0	0	5	45	73	2	0	0	4
clae004oorl01	clae004	1919	1919	1ste druk	0	1885	1968	Zichem		proza	novelle(n)	Ernest Claes	Oorlogsnovellen	clae004oorl01_01.xml	clae004oorl01	Ernest Claes	0	0	0	5	45	73	3	0	0	4
fran007blij01	fran007	1919	1929	?	0	1893	1969	Antwerpen		proza	roman	Fritz Francken	De blijde kruisvaart	fran007blij01_01.xml	fran007blij02,fran007blij01		0	0	0	0	0	12	3	0	0	3
marx002hbst03	marx002	1919	1926	8ste druk	1	1889	1948	Oranjewoud		jeugdliteratuur	briefroman	Cissy van Marxveldt	De H.B.S. tijd van Joop ter Heul	marx002hbst03_01.xml	marx002hbst01,marx002hbst03	Cissy van Marxveldt	0	0	0	26	11	13	0	0	0	0
quer001gesl02	quer001	1919	1919	1ste druk	0	1871	1943	Amsterdam		proza	roman	Em. Querido	Het geslacht der Santeljano's. Het licht dat gloorde (onder ps. Joost Mendes)	quer001gesl02_01.xml	quer001gesl02		0	0	0	5	0	12	0	0	0	0
quer001gesl03	quer001	1919	1919	1ste druk	0	1871	1943	Amsterdam		proza	roman	Em. Querido	Het geslacht der Santeljano's. De dorrende akker kiemt (onder ps. Joost Mendes)	quer001gesl03_01.xml	quer001gesl03		0	0	0	5	0	12	0	0	0	0
quer001gesl04	quer001	1919	1919	1ste druk	0	1871	1943	Amsterdam		proza	roman	Em. Querido	Het geslacht der Santeljano's. De revolte-dagen (onder ps. Joost Mendes)	quer001gesl04_01.xml	quer001gesl04		0	0	0	5	0	12	0	0	0	0
sabb002tpas01	sabb002	1919	1942	4de druk	0	1873	1938	Brugge		proza	roman	Maurits Sabbe	't Pastorken van Schaerdycke	sabb002tpas01_01.xml	sabb002tpas01,sabb002past01	Maurits Sabbe	0	0	0	0	20	71	6	0	0	1
blaa012weer03	blaa012	1920	1925	3de druk	1	1875	1949	Veenwouden		proza,jeugdliteratuur	roman	Henriëtte Blaauw	Weer veilig thuis	blaa012weer03_01.xml	blaa012weer04,blaa012weer03	Henriëtte Blaauw	0	0	0	0	0	0	0	6	0	0
brin030voor03	brin030	1920	1920	1ste druk	1	1880	1936	Alkmaar		proza,jeugdliteratuur	roman	Tine Brinkgreve-Wicherink	Voor 't eerst van huis	brin030voor03_01.xml	brin030voor03	Tine Brinkgreve-Wicherink	0	0	0	0	2	3	0	2	1	0
brug004uitl01	brug004	1920	1985	2de druk	1	1881	1932	Smilde		proza	roman	Carry van Bruggen	Uit het leven van een denkende vrouw	brug004uitl01_01.xml	brug004uitl02,brug004uitl01	Carry van Bruggen	1	0	0	4	18	68	2	0	0	0
brus002verb01	brus002	1920	1920	1ste druk	0	1873	1941	Amsterdam		proza	roman	M.J. Brusse	In 't verbouwereerde oude stadje	brus002verb01_01.xml	brus002verb01	Marie Joseph Brusse	0	0	0	0	8	21	0	0	0	5
clae004witt01	clae004	1920	1928	25ste duizendtal	0	1885	1968	Zichem		proza	roman,roman (populair/bestseller)	Ernest Claes	De Witte	clae004witt01_01.xml	clae004witt01,clae004witt04	Ernest Claes	0	0	1	5	45	73	9	0	0	4
coen011eila02	coen011	1920	1920	1ste druk	0	1883	1936	Wageningen		proza	roman	Ed Coenraads	Eiland van geluk	coen011eila02_01.xml	coen011eila02		0	0	0	0	0	2	2	0	0	1
cohe004inde01	cohe004	1920	1936	3de druk	0	1886	1965	Deventer		proza	roman	Josef Cohen	In dezelfde spiegel	cohe004inde01_01.xml	cohe004zonn01,cohe004inde01	Josef Cohen	0	0	0	0	3	24	1	0	0	0
coup002iska02	coup002	1920	1995	1ste druk	0	1863	1923	Den Haag		proza	historische roman	Louis Couperus	Iskander. De roman van Alexander den Groote	coup002iska02_01.xml	coup002iska01,coup002iska02	Louis Couperus	1	1	0	28	197	372	8	7	5	2
_pad001padv01	_pad001	1920	1920	1ste druk	0					jeugdliteratuur	roman	anonymous	De padvinder	_pad001padv01_01.xml	_pad001padv01		0	0	0	3	8	0	0	0	0	0
gogh002hoog01	gogh002	1920	1920	1ste druk	1	1869	1960	Velsen		proza	roman	Anna van Gogh-Kaulbach	De hooge toren	gogh002hoog01_01.xml	gogh002hoog01	Anna van Gogh-Kaulbach	0	0	0	0	2	67	3	0	0	5
holt075broe01	holt075	1920	1920	1ste druk	0	1881	1948	Deventer		proza	roman,detective	William Holt	De broeders des verderfs	holt075broe01_01.xml	holt075broe01		0	0	0	1	0	1	0	0	0	0
holt075scho01	holt075	1920	1920	1ste druk	0	1881	1948	Deventer		proza	roman,detective	William Holt	Het schot op het spook	holt075scho01_01.xml	holt075scho01		0	0	0	1	0	1	0	0	0	0
kiev001vroo03	kiev001	1920	1929	3de druk	0	1858	1931	Hoofddorp		proza,jeugdliteratuur	roman	C.J. Kieviet	Het vroolijke trio	kiev001vroo03_01.xml	kiev001vroo03,kiev001vroo04	Cornelis Johannes Kieviet	0	0	0	0	6	11	0	2	0	0
koen006parc01	koen006	1920	1926	2de druk	1	1879	1959	's-Hertogenbosch		jeugdliteratuur	roman	Marie Koenen	Parcival	koen006parc01_01.xml	koen006parc03,koen006parc01	Marie Koenen	0	0	0	0	7	50	2	0	0	3
naef002vrie01	naef002	1920	1920	1ste druk	1	1878	1953	Dordrecht		proza	roman	Top Naeff	Vriendin	naef002vrie01_01.xml	naef002vrie01	Top Naeff	0	0	0	3	23	65	6	1	2	1
quer001gesl05	quer001	1920	1920	1ste druk	0	1871	1943	Amsterdam		proza	roman	Em. Querido	Het geslacht der Santeljano's. Het wonderschone rijpen (onder ps. Joost Mendes)	quer001gesl05_01.xml	quer001gesl05		0	0	0	5	0	12	0	0	0	0
quer001gesl06	quer001	1920	1920	1ste druk	0	1871	1943	Amsterdam		proza	roman	Em. Querido	Het geslacht der Santeljano's. 's Wasdoms volle tooi (onder ps. Joost Mendes)	quer001gesl06_01.xml	quer001gesl06		0	0	0	5	0	12	0	0	0	0
rola003held02	rola003	1920	1926	2de druk	1	1869	1952	Noordwijk		proza,non-fictie	non-fictie/biografie,historische roman	Henriette Roland Holst-van der Schalk	De held en de schare	rola003held02_01.xml	rola003held02,rola003held03	Henriette Roland Holst	1	0	0	5	55	165	5	0	0	57
sabb002tkwa01	sabb002	1920	1920	1ste druk	0	1873	1938	Brugge		proza	roman	Maurits Sabbe	't Kwartet der Jacobijnen	sabb002tkwa01_01.xml	sabb002tkwa01	Maurits Sabbe	0	0	0	0	20	71	3	0	0	1
schu012arta02	schu012	1920	1930	8ste druk	0	1875	1960	Franeker		proza,jeugdliteratuur	roman	J.B. Schuil	De Artapappa's	schu012arta02_01.xml	schu012arta02,schu012arta01	Jouke Broer Schuil	0	0	0	0	3	11	1	0	0	1
smed001mens01	smed001	1920	1920	1ste druk	1	1890	1938	Enkhuizen		proza	roman	Alie Smeding	Menschen uit een stil stadje	smed001mens01_01.xml	smed001mens01	Alie Smeding	0	0	0	0	0	25	1	0	0	0
stij007htei01	stij007	1920	1920	1ste druk	0	1850	1905	Mullem		proza	roman	Reimond Stijns	Arme menschen	stij007htei01_01.xml	stij007htei01	Reimond Stijns	0	0	0	0	10	12	2	0	0	7
teir001nieu01	teir001	1920	1920	1ste druk	0	1879	1967	Sint-Jans-Molenbeek		proza	roman	Herman Teirlinck	De nieuwe Uilenspiegel	teir001nieu01_01.xml	teir001nieu01	Herman Teirlinck	1	0	0	2	236	164	5	0	0	9
thij006taai01	thij006	1920	1932	1ste druk	0	1879	1943	Amsterdam		proza	roman,roman (populair/bestseller)	Theo Thijssen	Het taaie ongerief	thij006taai01_01.xml	thij006taai01	Theo Thijssen	1	0	1	15	34	27	0	0	15	2
thir001scho01	thir001	1920	1920	1ste druk	0	1888	1954	Leuven		proza	roman	Antoon Thiry	Het schoone jaar van Carolus	thir001scho01_01.xml	thir001scho01	Antoon Thiry	0	0	0	0	3	25	3	1	0	0
zegg001kolo01	zegg001	1920	1920	1ste druk	1	1870	1957	Den Haag		proza	roman	Marie C. van Zeggelen	Koloniaaltje	zegg001kolo01_01.xml	zegg001kolo01	Marie van Zeggelen	0	0	0	0	2	19	0	0	0	3
zern001vrou01	zern001	1920	1920	1ste druk	1	1891	1982	Amsterdam		proza	roman	Elisabeth Zernike	Een vrouw als zij	zern001vrou01_01.xml	zern001vrou01	Elisabeth Zernike	0	0	0	0	5	22	2	0	0	1
blaa012mini01	blaa012	1921	1921	1ste druk	1	1875	1949	Veenwouden		proza,jeugdliteratuur	roman	Henriëtte Blaauw	Minister Tom	blaa012mini01_01.xml	blaa012mini01	Henriëtte Blaauw	0	0	0	0	0	0	0	0	0	0
blaa012prin01	blaa012	1921	1921	1ste druk	1	1875	1949	Veenwouden		proza,jeugdliteratuur	roman	Henriëtte Blaauw	Prins Edelhart	blaa012prin01_01.xml	blaa012prin01	Henriëtte Blaauw	0	0	0	0	0	0	0	0	0	0
blaa012ridd01	blaa012	1921	1921	1ste druk	1	1875	1949	Veenwouden		proza,jeugdliteratuur	roman	Henriëtte Blaauw	Ridder Weetniet	blaa012ridd01_01.xml	blaa012ridd01	Henriëtte Blaauw	0	0	0	0	0	0	0	0	0	0
brug004indi01	brug004	1921	1921	1ste druk	1	1881	1932	Smilde		proza	roman	Carry van Bruggen	Een Indisch huwelijk	brug004indi01_01.xml	brug004indi01	Carry van Bruggen	1	0	0	4	18	68	1	0	0	0
brug007freu01	brug007	1921	1921	1ste druk	0	1874	1960	Den Helder		proza	novelle(n)	Kees van Bruggen	De freule	brug007freu01_01.xml	brug007freu01	Kees van Bruggen	0	0	0	0	2	14	3	0	0	0
brug007koni01	brug007	1921	1921	1ste druk	0	1874	1960	Den Helder		proza	roman	Kees van Bruggen	Koning Adam	brug007koni01_01.xml	brug007koni01	Kees van Bruggen	0	0	0	0	2	14	5	0	0	0
brug007leve01	brug007	1921	1921	1ste druk	0	1874	1960	Den Helder		proza	roman	Kees van Bruggen	Het leven van Joost Welgemoed	brug007leve01_01.xml	brug007leve01	Kees van Bruggen	0	0	0	0	2	14	2	0	0	0
hend001maai01	hend001	1921	1921	1ste druk	0	1862	1938			proza	roman,detective	Fr. Hendrichs	De maaier van den dood (onder ps. Edw. Halliwells)	hend001maai01_01.xml	hend001maai01		0	0	0	0	0	4	0	0	0	0
keni001klei01	keni001	1921	1921	1ste druk	0	1885	1934	Bocholt		proza	roman	Paul Kenis	De kleine Mademoiselle Cérisette	keni001klei01_01.xml	keni001klei01	Paul Kenis	0	0	0	0	0	8	2	0	0	10
marx002joop10	marx002	1921	1927	6de druk	1	1889	1948	Oranjewoud		proza,jeugdliteratuur	roman	Cissy van Marxveldt	Joop ter Heul's problemen	marx002joop10_01.xml	marx002joop10,marx002joop03	Cissy van Marxveldt	0	0	0	26	11	13	0	1	0	0
quer001gesl07	quer001	1921	1921	1ste druk	0	1871	1943	Amsterdam		proza	roman	Em. Querido	Het geslacht der Santeljano's. 's Werelds daverende wedloop. Eerste boek (onder ps. Joost Mendes)	quer001gesl07_01.xml	quer001gesl07		0	0	0	5	0	12	0	0	0	0
scha004heer01	scha004	1921	1936	?	1	1882	1973	Terhorne		proza	roman	Nine van der Schaaf	Heerk Walling	scha004heer01_01.xml	scha004heer01,scha004frie01	Nine van der Schaaf	0	0	0	0	1	19	4	0	0	2
schi031jans01	schi031	1921	1921	1ste druk	0	1867	1954			proza,jeugdliteratuur	roman	Willem Schippers	Jan Starheim	schi031jans01_01.xml	schi031jans01	Willem Schippers	0	0	0	0	3	1	0	0	0	0
timm010anne01	timm010	1921	1922	3de druk	0	1886	1947	Lier		proza	roman	Felix Timmermans	Anna-Marie	timm010anne01_01.xml	timm010anne01,timm010anne02	Felix Timmermans	0	0	0	1	72	129	5	0	0	2
baer008twee01	baer008	1922	1922	1ste druk	0	1897	1966	Deinze		proza	roman	Clovis Baert	Het tweede leven van Wieske Veyt	baer008twee01_01.xml	baer008twee01	Clovis Baert	0	0	0	0	0	2	1	0	0	0
brug004avon01	brug004	1922	1922	1ste druk	1	1881	1932	Smilde		proza	roman	Carry van Bruggen	Avontuurtjes	brug004avon01_01.xml	brug004avon01	Carry van Bruggen	1	0	0	4	18	68	1	0	0	0
brug004vers01	brug004	1922	1922	1ste druk	1	1881	1932	Smilde		proza	roman	Carry van Bruggen	Het verspeelde leven (onder ps. Justine Abbing)	brug004vers01_01.xml	brug004vers01	Carry van Bruggen	1	0	0	4	18	68	1	0	0	0
kess045kerm01	kess045	1922	1922	1ste druk	0	1858	1932	Heerlen		proza,non-fictie	roman,non-fictie/culturele antropologie-volkenkunde	M.J.H. Kessels	Kermis. Eene Limburgsche schets	kess045kerm01_01.xml	kess045kerm01	Mathijs Joseph Hubertus Kessels	0	0	0	0	2	0	1	0	0	0
man_002aard01	man_002	1922	1922	1ste druk	0	1898	1946	Woerden		proza	roman	Herman de Man	Aardebanden	man_002aard01_01.xml	man_002aard01	Herman de Man	0	0	0	1	21	41	6	0	0	1
marx002joop08	marx002	1922	1930	9de druk	1	1889	1948	Oranjewoud		proza,jeugdliteratuur	roman	Cissy van Marxveldt	Joop van Dil-ter Heul	marx002joop08_01.xml	marx002joop08,marx002joop02	Cissy van Marxveldt	0	0	0	26	11	13	0	0	0	0
marx002king02	marx002	1922	1926	4de druk	1	1889	1948	Oranjewoud		proza,jeugdliteratuur	roman	Cissy van Marxveldt	De Kingfordschool	marx002king02_01.xml	marx002king01,marx002king02	Cissy van Marxveldt	0	0	0	26	11	13	0	1	0	0
smed001ster01	smed001	1922	1922	1ste druk	1	1890	1938	Enkhuizen		proza	roman	Alie Smeding	Sterke webben	smed001ster01_01.xml	smed001ster01	Alie Smeding	0	0	0	0	0	25	3	0	0	0
abko001krui04	abko001	1923	1930	4de druk	0	1880	1960	Rotterdam		proza,jeugdliteratuur	roman	Chr. van Abkoude	Kruimeltje	abko001krui04_01.xml	abko001krui04,abko001krui01	Chris van Abkoude	0	0	1	1	17	8	3	2	12	2
baek004robi01	baek004	1923	1949	1ste druk	0	1879	1965	Antwerpen		proza	roman	Lode Baekelmans	Robinson	baek004robi01_01.xml	baek004robi01	Lode Baekelmans	0	0	0	0	5	48	0	0	0	12
blaa012gehe02	blaa012	1923	1931	3de druk	1	1875	1949	Veenwouden		proza,jeugdliteratuur	roman	Henriëtte Blaauw	Het geheim van Tante Saar	blaa012gehe02_01.xml	blaa012gehe01,blaa012gehe02	Henriëtte Blaauw	0	0	0	0	0	0	0	0	0	0
boer123myst01	boer123	1923	1923	1ste druk	0	1888	1951	Oldeholtwolde		proza	roman,detective	Jan L. de Boer	Het mysterie van het Veluwehuis (onder ps. J. van Callant)	boer123myst01_01.xml	boer123myst01		0	0	0	0	0	0	0	0	0	0
bore002karm01	bore002	1923	1923	1ste druk	0	1869	1933	Dordrecht		proza	roman	Henri Borel	Karma	bore002karm01_01.xml	bore002karm01	Henri Borel	0	0	0	0	15	48	0	0	0	13
brug004verg01	brug004	1923	1923	1ste druk	1	1881	1932	Smilde		proza	roman	Carry van Bruggen	De vergelding (onder ps. Justine Abbing)	brug004verg01_01.xml	brug004verg01	Carry van Bruggen	1	0	0	4	18	68	0	0	0	0
coen011fakk01	coen011	1923	1923	1ste druk	0	1883	1936	Wageningen		proza	roman	Ed Coenraads	Fakkeldragers	coen011fakk01_01.xml	coen011fakk01		0	0	0	0	0	2	3	0	0	1
cohe020uitd01	cohe020	1923	1930	3de druk	1	1884	1923	Amsterdam		proza,jeugdliteratuur	roman	Paulina Jacoba Cohen-de Vries	Uit de school geklapt	cohe020uitd01_01.xml	cohe020uitd01,cohe020uitd02		0	0	0	0	0	1	0	0	0	0
looy001jaap02	looy001	1923	1923	1ste druk	0	1855	1930	Haarlem		proza	non-fictie/autobiografie-memoires,roman	Jac. van Looy	Jaap	looy001jaap02_01.xml	looy001jaap02	Jacobus van Looy	0	0	0	0	16	132	4	0	0	18
oeve003inwe01	oeve003	1923	1923	1ste druk	0	1879	1926	Antwerpen		proza	novelle(n)	Karel van den Oever	Het inwendig leven van Paul	oeve003inwe01_01.xml	oeve003inwe01	Karel van den Oever	0	0	0	0	11	54	3	0	0	1
rola002over03	rola002	1923	1925	3de druk	0	1868	1938	Amsterdam		proza	roman	Richard Roland Holst	Overpeinzingen van een bramenzoeker	rola002over03_01.xml	rola002over03,rola002over01	Richard Roland Holst	0	0	0	0	31	58	3	9	0	0
snie002kraa01	snie002	1923	1923	1ste druk	0	1812	1888	Bladel		proza	roman	Jan Renier Snieders	Het kraaien-nest	snie002kraa01_01.xml	snie002kraa01	Renier Snieders	0	0	0	0	6	8	0	0	0	7
thij006kees01	thij006	1923	1923	1ste druk	0	1879	1943	Amsterdam		proza,jeugdliteratuur	roman	Theo Thijssen	Kees de jongen	thij006kees01_01.xml	thij006kees01	Theo Thijssen	1	0	0	15	34	27	7	1	2	2
thir001droo01	thir001	1923	1923	1ste druk	0	1888	1954	Leuven		proza	roman	Antoon Thiry	De droomer	thir001droo01_01.xml	thir001droo01	Antoon Thiry	0	0	0	0	3	25	2	0	0	0
timm010past02	timm010	1923	1930	8ste druk	0	1886	1947	Lier		proza	roman	Felix Timmermans	De pastoor uit de bloeyenden wijngaerdt	timm010past02_01.xml	timm010past02,timm010past01	Felix Timmermans	0	0	0	1	72	129	4	0	0	2
tous004gesp01	tous004	1923	1923	1ste druk	0	1875	1947	Anderlecht		proza	novelle(n)	Fernand Toussaint van Boelaere	Het gesprek in Tractoria	tous004gesp01_01.xml	tous004gesp01	Fernand Victor Toussaint van Boelaere	0	0	0	0	1	46	6	0	0	1
velt023zoon01	velt023	1923	1923	1ste druk	0	1857	1938	Drachten		proza,jeugdliteratuur	roman	Jan Veltman	Een zoon en zijn moeder	velt023zoon01_01.xml	velt023zoon01		0	0	0	0	0	0	0	0	0	0
verm025piot01	verm025	1923	1923	1ste druk	0	1861	1934	Beselare		poëzie	roman	Edward Vermeulen	Piot (onder ps. Warden Oom)	verm025piot01_01.xml	verm025piot01	Edward Vermeulen	0	0	0	0	6	19	1	0	0	2
aals010lotg01	aals010	1924	1924	1ste druk	0	1897	1925			proza,jeugdliteratuur	roman	George van Aalst	Lotgevallen van een voetbalschoen	aals010lotg01_01.xml	aals010lotg01	George van Aalst	0	0	0	0	0	0	0	1	0	0
blom062lang01	blom062	1924	1924	1ste druk	1					proza,jeugdliteratuur	roman	W. Blomberg-Zeeman	Langs een omweg	blom062lang01_01.xml	blom062lang01		0	0	0	0	0	0	0	0	0	0
boud007stra01	boud007	1924	1924	1ste druk	1	1875	1966	Amsterdam		proza	novelle(n)	Ina Boudier-Bakker	De straat	boud007stra01_01.xml	boud007stra01	Ina Boudier-Bakker	1	0	0	0	15	53	3	6	7	1
buys009tant01	buys009	1924	1924	1ste druk	0	1859	1932	Nevele		proza	roman	Cyriel Buysse	Tantes	buys009tant01_01.xml	buys009roma01,buys009stem01,buys009verz03,buys009uitd01,buys009twee01,buys009type01,buys009ulek01,buys009tant01,buys009uitl01,buys009oorl01,buys009cont01,buys009kher01,buys009kere01,buys009scha01,buys009verz05	Cyriel Buysse	0	0	0	4	38	166	32	0	0	7
fabr005sche01	fabr005	1924	2003	23ste druk	0	1899	1981	Bandung	indon01	jeugdliteratuur	reisverhalen,historische roman	Johan Fabricius	De scheepsjongens van Bontekoe	fabr005sche01_01.xml	fabr005sche02,fabr005sche01	Johan Fabricius	0	0	1	0	27	27	2	139	3083	2
heij011droo01	heij011	1924	1924	1ste druk	0	1864	1924	Rotterdam		proza	roman	Herman Heijermans	Droomkoninkje. Een verhaal voor groote kinderen	heij011droo01_01.xml	heij011droo01	Herman Heijermans	1	0	0	0	58	86	0	1	0	1
homo004hofn01	homo004	1924	1924	1ste druk	0					proza	historische roman	J.C. Homoet	De hofnar van Gelre	homo004hofn01_01.xml	homo004hofn01		0	0	0	0	0	0	0	0	0	0
houw008nove01	houw008	1924	1924	1ste druk	0	1899	1987	Breda		proza	novelle(n)	Roel Houwink	Novellen (1920-'22)	houw008nove01_01.xml	houw008nove01	Roel Houwink	0	0	0	3	5	39	2	0	0	16
kiev001woel02	kiev001	1924	1924	1ste druk	0	1858	1931	Hoofddorp		proza,jeugdliteratuur	roman	C.J. Kieviet	De Woelwater	kiev001woel02_01.xml	kiev001woel02	Cornelis Johannes Kieviet	0	0	0	0	6	11	0	0	0	0
marx002nieu03	marx002	1924	1928	3de druk	1	1889	1948	Oranjewoud		proza,jeugdliteratuur	roman	Cissy van Marxveldt	Het nieuwe begin	marx002nieu03_01.xml	marx002nieu03,marx002nieu01	Cissy van Marxveldt	0	0	0	26	11	13	0	0	0	0
marx002reke02	marx002	1924	1929	4de druk	1	1889	1948	Oranjewoud		proza,jeugdliteratuur	roman	Cissy van Marxveldt	Rekel	marx002reke02_01.xml	marx002reke02,marx002reke01	Cissy van Marxveldt	0	0	0	26	11	13	0	0	0	0
quer001gesl08	quer001	1924	1924	1ste druk	0	1871	1943	Amsterdam		proza	roman	Em. Querido	Het geslacht der Santeljano's. 's Werelds daverende wedloop. Tweede boek (onder ps. Joost Mendes)	quer001gesl08_01.xml	quer001gesl08		0	0	0	5	0	12	0	0	0	0
robb002mann02	robb002	1924	1924	1ste druk	0	1868	1937	Rotterdam		proza	roman	Herman Robbers	Een mannenleven. Deel 2. Op hooge golven	robb002mann02_01.xml	robb002mann02	Herman Robbers	0	0	0	0	13	51	1	0	0	9
scha042jeug01	scha043	1924	1926	17de druk	0	1878	1950	Middelburg		proza	roman	Carel Scharten	De jeugd van Francesco Campana	scha042jeug01_01.xml	scha042jeug02,scha042jeug01	Carel Scharten	0	0	0	0	1	45	9	1	0	0
smed001acht01	smed001	1924	1924	1ste druk	1	1890	1938	Enkhuizen		proza	roman	Alie Smeding	Achter het anker	smed001acht01_01.xml	smed001acht01	Alie Smeding	0	0	0	0	0	25	2	0	0	0
thir001mees01	thir001	1924	1924	1ste druk	0	1888	1954	Leuven		proza	novelle(n)	Antoon Thiry	Meester Vindevogel	thir001mees01_01.xml	thir001mees01	Antoon Thiry	0	0	0	0	3	25	1	0	0	0
treg001ramp01	treg001	1924	1924	1ste druk	0	1844	1925	Maastricht		proza	historische roman	Arnaud de Trega	Ramp en misdaad. 1623-1638	treg001ramp01_01.xml	treg001ramp01		0	0	0	0	0	2	0	0	0	0
wilm001mens01	wilm001	1924	1924	1ste druk	1	1873	1967	Zetten		proza	roman	Wilma	Menschenhanden	wilm001mens01_01.xml	wilm001mens01	Wilma Vermaat	0	0	0	0	2	16	1	0	0	0
