DBNLti_id	DBNLpers_id	YearFirstPublished	YearEditionPublished	Edition	Woman	Born	Died	AuthorOrigin	DBNLgeb_land_code	DBNLgenre	DBNLsubgenre	Author	Title	Filename	ti_id_set	WPAuthor	AuthorInCanon2002	TitleInCanon2002	InBasisbibliotheek2008	AuthorDBRDMatches	AuthorNLWikipedia2019Matches	DBNLSecRefsAuthor	DBNLSecRefsTitle	holding	lending	GNTpages
kist001leve01	kist001	1800	1800	1ste druk	0	1758	1841	Woerden		proza	roman	Willem Kist	Het leven, gevoelens en zonderlinge reize van den landjonker Govert Hendrik Godefroi van Blankenheim tot den Stronk (2 delen)	kist001leve01_01.xml	kist001leve01		0	0	0	0	1	19	1	0	0	4
wolf016gesc01	deke001	1802	1802	1ste druk	1	1741	1804	Amstelveen		proza	roman	Aagje Deken	Geschrift eener bejaarde vrouw	wolf016gesc01_01.xml	wolf016gesc01	Aagje Deken	1	0	0	1	21	131	6	0	0	0
stre001char01	stre001	1804	1804	1ste druk	1	1760	1828	Amsterdam		proza	briefroman	Naatje van Streek-Brinkman	Charakters en lotgevallen van Adelson, Héloïse en Elius	stre001char01_01.xml	stre001char01		0	0	0	0	0	13	0	0	0	0
daal002will01	daal002	1805	1805	1ste druk	0	1758	1818	Amsterdam		proza	roman	Bruno Daalberg	Willem Hups. Eene anecdote uit de XVII eeuw; ongelooflijk zelfs in de onze	daal002will01_01.xml	daal002will01	Petrus de Wacker van Zon	0	0	0	0	0	19	2	0	0	2
loos005hist01	loos005	1806	1806	1ste druk	0	1761	1818	Den Hoorn (Texel)		proza	briefroman	Adriaan Loosjes	Historie van Mejuffrouw Susanna Bronkhorst. Deel 1	loos005hist01_01.xml	loos005hist01	Adriaan Loosjes	0	0	0	0	6	68	3	0	0	4
loos005hist02	loos005	1806	1806	1ste druk	0	1761	1818	Den Hoorn (Texel)		proza	briefroman	Adriaan Loosjes	Historie van Mejuffrouw Susanna Bronkhorst. Deel 2	loos005hist02_01.xml	loos005hist02	Adriaan Loosjes	0	0	0	0	6	68	0	0	0	4
loos005hist03	loos005	1806	1806	1ste druk	0	1761	1818	Den Hoorn (Texel)		proza	briefroman	Adriaan Loosjes	Historie van Mejuffrouw Susanna Bronkhorst. Deel 3	loos005hist03_01.xml	loos005hist03	Adriaan Loosjes	0	0	0	0	6	68	0	0	0	4
loos005hist04	loos005	1807	1807	1ste druk	0	1761	1818	Den Hoorn (Texel)		proza	briefroman	Adriaan Loosjes	Historie van Mejuffrouw Susanna Bronkhorst. Deel 4	loos005hist04_01.xml	loos005hist04	Adriaan Loosjes	0	0	0	0	6	68	0	0	0	4
loos005hist05	loos005	1807	1807	1ste druk	0	1761	1818	Den Hoorn (Texel)		proza	briefroman	Adriaan Loosjes	Historie van Mejuffrouw Susanna Bronkhorst. Deel 5	loos005hist05_01.xml	loos005hist05	Adriaan Loosjes	0	0	0	0	6	68	0	0	0	4
loos005hist06	loos005	1807	1807	1ste druk	0	1761	1818	Den Hoorn (Texel)		proza	briefroman	Adriaan Loosjes	Historie van Mejuffrouw Susanna Bronkhorst. Deel 6	loos005hist06_01.xml	loos005hist06	Adriaan Loosjes	0	0	0	0	6	68	0	0	0	4
loos005leve01	loos005	1808	1808	1ste druk	0	1761	1818	Den Hoorn (Texel)		proza	roman	Adriaan Loosjes	Het leven van Maurits Lijnslager	loos005leve01_01.xml	loos005leve01	Adriaan Loosjes	0	0	0	0	6	68	8	0	0	4
loos005leve02	loos005	1814	1814	1ste druk	0	1761	1818	Den Hoorn (Texel)		proza	roman	Adriaan Loosjes	Het leven van Hillegonda Buisman	loos005leve02_01.xml	loos005leve02	Adriaan Loosjes	0	0	0	0	6	68	2	0	0	4
broe009jell03	broe009	1815	1992	1ste druk	0	1767	1826	Gent		proza	roman	Karel Broeckaert	Jellen en Mietje	broe009jell03_01.xml	broe009jell03,broe009jell01	Karel Broeckaert	0	0	0	0	1	6	3	0	0	4
moen006dank01	moen006	1815	1815	1ste druk	1	1762	1843	Kubaard		proza,jeugdliteratuur	roman	Petronella Moens	De dankbare Willem, of Het huisgezin van den heer Lausbach	moen006dank01_01.xml	moen006dank01	Petronella Moens	0	0	0	0	6	90	0	0	0	8
loos005leve03	loos005	1816	1816	1ste druk	0	1761	1818	Den Hoorn (Texel)		proza	roman	Adriaan Loosjes	Het leven van Johannes Wouter Blommesteyn	loos005leve03_01.xml	loos005leve03	Adriaan Loosjes	0	0	0	0	6	68	1	0	0	4
daal002janp01	daal002	1817	1817	1ste druk	0	1758	1818	Amsterdam		proza	roman	Bruno Daalberg	Jan Perfect of De weg der volmaking, vertoond in het leven en de zonderlinge lotgevallen van een voornaam wijsgeer	daal002janp01_01.xml	daal002janp01	Petrus de Wacker van Zon	0	0	0	0	0	19	2	0	0	2
mast002wilh01	mast002	1818	1818	1ste druk	1	1788	1826	Sneek		proza	roman	Fenna Mastenbroek	Wilhelmina Noordkerk. Eene geschiedenis ter aanprijzing van oud vaderlandsche zeden, voor Nederlandsche vrouwen en meisjes	mast002wilh01_01.xml	mast002wilh01	Fenna Mastenbroek	0	0	0	0	0	10	0	0	0	0
moen006jong02	moen006	1820	1837	2de druk	1	1762	1843	Kubaard		proza	roman	Petronella Moens	De jonge Sofia	moen006jong02_01.xml	moen006jong01,moen006jong02	Petronella Moens	0	0	0	0	6	90	0	0	0	8
moen006mevr01	moen006	1824	1824	1ste druk	1	1762	1843	Kubaard		proza,jeugdliteratuur	roman	Petronella Moens	Mevrouw Veltman en hare voedsterlingen	moen006mevr01_01.xml	moen006mevr01	Petronella Moens	0	0	0	0	6	90	0	0	0	8
neuf002klei01	neuf002	1824	1824	1ste druk	1	1775	1856	Amsterdam		proza	briefroman	Margaretha Jacoba de Neufville	De kleine pligten (4 delen)	neuf002klei01_01.xml	neuf002klei01	Margaretha Jacoba de Neufville	0	0	0	0	0	1	1	4	0	6
neuf002schi01	neuf002	1829	1829	1ste druk	1	1775	1856	Amsterdam		proza	historische roman	Margaretha Jacoba de Neufville	De schildknaap	neuf002schi01_01.xml	neuf002schi01	Margaretha Jacoba de Neufville	0	0	0	0	0	1	4	0	0	6
dros003herm01	dros003	1832	1939	1ste druk	0	1810	1834	Amsterdam		proza	historische roman,roman (populair/bestseller)	Aernout Drost	Hermingard van de Eikenterpen	dros003herm01_01.xml	dros003herm01	Aarnout Drost	0	0	1	0	1	41	16	0	0	7
hall003gede01	hall003	1832	1832	1ste druk	0	1768	1858	Vianen		proza	roman,satire	M.C. van Hall	Gedenkschriften van en door Frank Floriszoon van Arkel	hall003gede01_01.xml	hall003gede01	Maurits Cornelis van Hall	0	0	0	0	16	35	1	0	0	3
lenn006plee01	lenn006	1833	1833	1ste druk	0	1802	1868	Amsterdam		proza	roman	Jacob van Lennep	De pleegzoon (2 delen)	lenn006plee01_01.xml	lenn006plee01	Jacob van Lennep	1	0	0	3	77	198	8	0	0	19
schu025gala01	schu025	1833	1833	1ste druk	0	1783	1836	Amsterdam		proza	roman	Jan Ernst Schut	Galama of de bevrijding van Vriesland	schu025gala01_01.xml	schu025gala01		0	0	0	0	0	8	0	0	0	0
beet005jose01	beet005	1834	1838	2de druk	0	1814	1903	Haarlem		proza	historische roman	Nicolaas Beets	Jose, een Spaansch verhaal	beet005jose01_01.xml	beet005jose02,beet005jose01	Nicolaas Beets	1	0	0	1	57	250	4	0	0	2
oltm001slot06	oltm001	1834	1887	7de druk	0	1806	1854	Den Haag		proza	historische roman	J.F. Oltmans	Kompleete werken. Het slot Loevestein in 1570. Deel 1	oltm001slot06_01.xml	oltm001slot04,oltm001slot06	Jan Frederik Oltmans	0	0	0	0	6	14	0	4	3	3
oltm001slot07	oltm001	1834	1887	7de druk	0	1806	1854	Den Haag		proza	historische roman	J.F. Oltmans	Kompleete werken. Het slot Loevestein in 1570. Deel 2	oltm001slot07_01.xml	oltm001slot05,oltm001slot07	Jan Frederik Oltmans	0	0	0	0	6	14	0	3	3	3
beet005kuse01	beet005	1835	1835	1ste druk	0	1814	1903	Haarlem		proza	roman	Nicolaas Beets	Kuser	beet005kuse01_01.xml	beet005kuse01	Nicolaas Beets	1	0	0	1	57	250	3	0	0	2
bure003magd01	bure003	1835	1835	1ste druk	0	1801	1874	Amsterdam		proza	historische roman	Anne Diederik van Buren Schele	Magdalena Moons, of het Beleg van Leyden	bure003magd01_01.xml	bure003magd01		0	0	0	0	0	12	1	0	0	1
lenn006roos01	lenn006	1836	2003	1ste druk	0	1802	1868	Amsterdam		proza	roman	Jacob van Lennep	De roos van Dekama	lenn006roos01_01.xml	lenn006roos01,lenn006roos03	Jacob van Lennep	1	1	1	3	77	198	13	34	152	19
neuf002elis01	neuf002	1836	1836	1ste druk	1	1775	1856	Amsterdam		proza	roman	Margaretha Jacoba de Neufville	Elisabeth Basmooth, of eene Engelsche plant op Hollandschen bodem. Deel 1	neuf002elis01_01.xml	neuf002elis01	Margaretha Jacoba de Neufville	0	0	0	0	0	1	0	0	0	6
neuf002elis02	neuf002	1836	1836	1ste druk	1	1775	1856	Amsterdam		proza	roman	Margaretha Jacoba de Neufville	Elisabeth Basmooth, of eene Engelsche plant op Hollandschen bodem. Deel 2	neuf002elis02_01.xml	neuf002elis02	Margaretha Jacoba de Neufville	0	0	0	0	0	1	0	0	0	6
beet005guyv01	beet005	1837	1837	1ste druk	0	1814	1903	Haarlem		poëzie	historische roman	Nicolaas Beets	Guy de Vlaming	beet005guyv01_01.xml	beet005guyv01	Nicolaas Beets	1	0	0	1	57	250	9	0	0	2
blom013iwei01	blom013	1837	1842	1ste druk	0	1808	1871	Gent		proza	roman	Ph. Blommaert	Iwein van Aelst (1128); Het blijspel van Mevrouw de Caumartin	blom013iwei01_01.xml	bosb002mark01,blom013iwei01,bosb002lord01,bosb002vers01,bosb002alma01	Philip Blommaert	0	0	0	0	4	13	2	0	0	0
cons001intw01	cons001	1837	1837	1ste druk	0	1812	1883	Antwerpen		proza	historische roman	Hendrik Conscience	In 't Wonderjaer	cons001intw01_01.xml	cons001intw01	Hendrik Conscience	0	0	0	7	93	230	6	0	0	1
bosb002graa04	bosb002	1838	1900	?	1	1812	1886	Alkmaar		proza	historische roman	A.L.G. Bosboom-Toussaint	De graaf van Devonshire	bosb002graa04_01.xml	bosb002alkm02,bosb002alkm01,bosb002graa01,bosb002fami01,bosb002graa04	Geertruida Bosboom-Toussaint	0	0	0	0	6	127	7	0	0	0
cons001leeu01	cons001	1838	1838	1ste druk	0	1812	1883	Antwerpen		proza	historische roman	Hendrik Conscience	De leeuw van Vlaenderen	cons001leeu01_01.xml	cons001leeu01	Hendrik Conscience	0	0	1	7	93	230	25	0	0	1
hase001tela01	hase001	1838	1838	1ste druk	1	1811	1887	Leiden		proza	roman	Betsy Hasebroek	Te laat	hase001tela01_01.xml	hase001tela01	Elisabeth Johanna Hasebroek	0	0	0	0	0	13	0	0	0	0
lenn006onze01	lenn006	1838	1838	1ste druk	0	1802	1868	Amsterdam		proza	historische roman	Jacob van Lennep	Onze voorouders in verschillende taferelen geschetst. Deel 1. Alwart. Brinio	lenn006onze01_01.xml	lenn006onze01	Jacob van Lennep	1	0	0	3	77	198	6	0	0	19
beet005came07	beet005	1839	1871	7de, herziene en vermeerderde druk	0	1814	1903	Haarlem		proza	roman	Nicolaas Beets	Camera Obscura	beet005came07_01.xml	beet005came07,beet005came06,beet005wvan01	Nicolaas Beets	1	0	0	1	57	250	40	51	223	2
beet005wvan01	beet005	1839	1998	1ste druk	0	1814	1903	Haarlem		proza	roman	Nicolaas Beets	Camera Obscura	beet005wvan01_01.xml	beet005came07,beet005came06,beet005wvan01	Nicolaas Beets	1	0	0	1	57	250	40	51	223	2
bosb002enge02	bosb002	1839	1906	?	1	1812	1886	Alkmaar		proza	historische roman	A.L.G. Bosboom-Toussaint	Engelschen te Rome. Romantische épisode uit de regering van paus Sixtus V	bosb002enge02_01.xml	bosb002enge01,bosb002enge02	Geertruida Bosboom-Toussaint	0	0	0	0	6	127	4	0	0	0
gijs016will01	gijs016	1839	1842	1ste druk	0	1809	1854			proza	roman	A. Gijsberti Hodenpijl	Willem van Bergen, student aan de Leydsche hoogeschool	gijs016will01_01.xml	gijs016will01		0	0	0	0	0	1	0	0	0	0
hase001eliz02	hase001	1839	2004	1ste druk	1	1811	1887	Leiden		proza	roman	Betsy Hasebroek	Elize	hase001eliz02_01.xml	hase001eliz01,hase001eliz02	Elisabeth Johanna Hasebroek	0	0	0	0	0	13	1	0	0	0
lenn006onze02	lenn006	1839	1839	1ste druk	0	1802	1868	Amsterdam		proza	historische roman	Jacob van Lennep	Onze voorouders in verschillende taferelen geschetst. Deel 2. Chariëtto. De Saxische weezen. De Friezen te Rome	lenn006onze02_01.xml	lenn006onze02	Jacob van Lennep	1	0	0	3	77	198	0	0	0	19
bosb002huis01	bosb002	1840	1840	1ste druk	1	1812	1886	Alkmaar		proza	historische roman,roman (populair/bestseller)	A.L.G. Bosboom-Toussaint	Het huis Lauernesse	bosb002huis01_01.xml	bosb002huis01	Geertruida Bosboom-Toussaint	0	0	1	0	6	127	6	6	0	0
hase001twee01	hase001	1840	1840	1ste druk	1	1811	1887	Leiden		proza	roman	Betsy Hasebroek	Twee vrouwen	hase001twee01_01.xml	hase001twee01	Elisabeth Johanna Hasebroek	0	0	0	0	0	13	1	1	0	0
hase002waar01	hase002	1840	1896	9de druk	0	1812	1896	Leiden		proza	roman	J.P. Hasebroek	Waarheid en droomen (onder pseudoniem Jonathan)	hase002waar01_01.xml	hase002waar02,hase002waar01	Johannes Petrus Hasebroek	0	0	0	0	4	63	7	2	0	14
lenn006lotg01	lenn006	1840	1840	1ste druk	0	1802	1868	Amsterdam		proza	historische roman	Jacob van Lennep	De lotgevallen van Ferdinand Huyck	lenn006lotg01_01.xml	lenn006lotg01	Jacob van Lennep	1	0	0	3	77	198	13	3	4	19
gewi001reis01	gewi001	1841	1841	1ste druk	0	1812	1873	Rotterdam		proza	reisverhalen,roman	Bernard Gewin	Reisontmoetingen van Joachim Polsbroekerwoud en zijne vrienden (onder pseudoniem Vlerk)	gewi001reis01_01.xml	gewi001reis01		0	0	0	0	1	8	2	2	0	2
kerc007voll06	kerc007	1841	1870	1ste druk	0	1818	1857	Antwerpen		proza,poëzie	roman,gedichten / dichtbundel	Pieter Frans van Kerckhoven	Volledige werken. Deel 5	kerc007voll06_01.xml	kerc007voll06,kerc007twee01,kerc007goze01,kerc007koop01	Pieter Frans van Kerckhoven	0	0	0	0	3	15	5	0	0	35
lenn006onze03	lenn006	1841	1841	1ste druk	0	1802	1868	Amsterdam		proza	historische roman	Jacob van Lennep	Onze voorouders in verschillende taferelen geschetst. Deel 3. De koorknaap. De Hunenborg	lenn006onze03_01.xml	lenn006onze03	Jacob van Lennep	1	0	0	3	77	198	0	0	0	19
bosb002kroo01	bosb002	1842	1842	1ste druk	1	1812	1886	Alkmaar		proza	historische roman	A.L.G. Bosboom-Toussaint	Eene kroon voor Karel den Stouten	bosb002kroo01_01.xml	bosb002kroo01	Geertruida Bosboom-Toussaint	0	0	0	0	6	127	1	1	0	0
kerc007voll02	kerc007	1842	1869	1ste druk	0	1818	1857	Antwerpen		proza,poëzie	roman,gedichten / dichtbundel	Pieter Frans van Kerckhoven	Volledige werken. Deel 1	kerc007voll02_01.xml	kerc007lief01,kerc007voll02,kerc007jaek01	Pieter Frans van Kerckhoven	0	0	0	0	3	15	2	0	0	35
laet002huis01	laet002	1842	1842	1ste druk	0	1815	1891	Antwerpen		proza	roman	J.A. de Laet	Het huis van Wesenbeke	laet002huis01_01.xml	laet002huis01	Jan Jacob Alfried de Laet	0	0	0	0	0	23	2	0	0	0
lenn006onze04	lenn006	1842	1842	1ste druk	0	1802	1868	Amsterdam		proza	historische roman	Jacob van Lennep	Onze voorouders in verschillende taferelen geschetst. Deel 4. De gestoorde bruiloft. Ulrich de zanger. De Friesche bouwmeester. De bedevaartganger	lenn006onze04_01.xml	lenn006onze04	Jacob van Lennep	1	0	0	3	77	198	0	0	0	19
rons001pedr01	rons001	1842	1842	1ste druk	0	1806	1862	Oudenaarde		proza	historische roman	Joseph Ronsse	Pedro en Blondina	rons001pedr01_01.xml	rons001pedr01		0	0	0	0	0	2	0	0	0	4
bosb002prin02	bosb002	1843	1899	?	1	1812	1886	Alkmaar		proza	historische roman	A.L.G. Bosboom-Toussaint	De prinses Orsini en Maria van Oosterwijk	bosb002prin02_01.xml	bosb002prin02,bosb002mari01,bosb002prin01	Geertruida Bosboom-Toussaint	0	0	0	0	6	127	1	0	0	0
bosb002trio01	bosb002	1844	1870	?	1	1812	1886	Alkmaar		proza	novelle(n)	A.L.G. Bosboom-Toussaint	De triomf van Pisani en Eene vertelling aan de kaptafel	bosb002trio01_01.xml	bosb002vert01,bosb002trio02,bosb002trio01	Geertruida Bosboom-Toussaint	0	0	0	0	6	127	0	0	0	0
bosb002xime01	bosb002	1844	1844	1ste druk	1	1812	1886	Alkmaar		proza	novelle(n)	A.L.G. Bosboom-Toussaint	Ximenes. Alba. Orsini. Drie novellen uit Spanje. Deel 1	bosb002xime01_01.xml	bosb002xime01	Geertruida Bosboom-Toussaint	0	0	0	0	6	127	0	0	0	0
bosb002xime02	bosb002	1844	1844	1ste druk	1	1812	1886	Alkmaar		proza	novelle(n)	A.L.G. Bosboom-Toussaint	Ximenes. Alba. Orsini. Drie novellen uit Spanje. Deel 2	bosb002xime02_01.xml	bosb002xime02	Geertruida Bosboom-Toussaint	0	0	0	0	6	127	0	0	0	0
lenn006onze05	lenn006	1844	1844	1ste druk	0	1802	1868	Amsterdam		proza	historische roman	Jacob van Lennep	Onze voorouders in verschillende taferelen geschetst. Deel 5. De reisgenooten	lenn006onze05_01.xml	lenn006onze05	Jacob van Lennep	1	0	0	3	77	198	2	0	0	19
ecre001bokk01	ecre001	1845	1845	1ste druk	0	1804	1879	Obbicht, bij Sittard		proza	roman	Pieter Ecrevisse	De bokkenryders in het land van Valkenberg	ecre001bokk01_01.xml	ecre001bokk01	Pieter Ecrevisse	0	0	0	0	4	0	3	1	0	7
hass001dorp01	hass001	1845	1845	1ste druk	0	1806	1874	Maastricht		non-fictie	roman	André van Hasselt	Het dorp der goudmakers	hass001dorp01_01.xml	hass001dorp01	André van Hasselt	0	0	0	0	1	5	0	0	0	3
kerc007voll03	kerc007	1845	1869	1ste druk	0	1818	1857	Antwerpen		proza	reisverhalen,roman	Pieter Frans van Kerckhoven	Volledige werken. Deel 2	kerc007voll03_01.xml	kerc007dani01,kerc007fern01,kerc007voll03	Pieter Frans van Kerckhoven	0	0	0	0	3	15	1	0	0	35
rons001arno01	rons001	1845	1845	1ste druk	0	1806	1862	Oudenaarde		proza	roman	Joseph Ronsse	Arnold van Schoorisse, episode uit den opstand der Gentenaers (1382-1385). Deel 1	rons001arno01_01.xml	rons001arno01		0	0	0	0	0	2	0	0	0	4
rons001arno02	rons001	1845	1845	1ste druk	0	1806	1862	Oudenaarde		proza	historische roman	Joseph Ronsse	Arnold van Schoorisse, episode uit den opstand der Gentenaers (1382-1385). Deel 2	rons001arno02_01.xml	rons001arno02		0	0	0	0	0	2	0	0	0	4
rons001arno03	rons001	1845	1845	1ste druk	0	1806	1862	Oudenaarde		proza	historische roman	Joseph Ronsse	Arnold van Schoorisse, episode uit den opstand der Gentenaers (1382-1385). Deel 3	rons001arno03_01.xml	rons001arno03		0	0	0	0	0	2	0	0	0	4
rons001arno04	rons001	1845	1845	1ste druk	0	1806	1862	Oudenaarde		proza	historische roman	Joseph Ronsse	Arnold van Schoorisse, episode uit den opstand der Gentenaers (1382-1385). Deel 4	rons001arno04_01.xml	rons001arno04		0	0	0	0	0	2	0	0	0	4
bosb002mejo02	bosb002	1846	1900	1ste druk	1	1812	1886	Alkmaar		proza	roman	A.L.G. Bosboom-Toussaint	Mejonkvrouwe De Mauléon en Diana	bosb002mejo02_01.xml	bosb002dian01,bosb002mejo02,bosb002mejo01	Geertruida Bosboom-Toussaint	0	0	0	0	6	127	3	8	28	0
ecre001vier01	ecre001	1846	1979	1ste druk	0	1804	1879	Obbicht, bij Sittard		proza	novelle(n)	Pieter Ecrevisse	Vier verhalen uit het land van Zwentibold	ecre001vier01_01.xml	ecre001koni01,ecre001meil01,ecre001vade01,ecre001vier01,ecre001tafe01	Pieter Ecrevisse	0	0	0	0	4	0	1	0	0	7
boek013arno01	boek013	1847	1847	1ste druk	0	1811	1867			proza	historische roman	Caspar Hendrik van Boekel	Arnold van Rummen	boek013arno01_01.xml	boek013arno01		0	0	0	0	0	1	0	0	0	0
gerr002zoon01	gerr002	1847	1847	1ste druk	0	1827	1873	Antwerpen		proza	historische roman	Lodewijk Gerrits	Zoon des volks	gerr002zoon01_01.xml	gerr002zoon01		0	0	0	0	1	6	1	0	0	6
limb006lees01	limb006	1847	1847	1ste druk	0	1795	1847	Dordrecht		proza	roman	P. van Limburg Brouwer	Het leesgezelschap te Diepenbeek	limb006lees01_01.xml	limb006lees01	Pieter van Limbourg-Brouwer	0	0	0	0	2	48	7	0	0	0
zett001bern01	zett001	1847	1847	1ste druk	0	1826	1855	Antwerpen		proza	roman	Eugeen Zetternam	Bernhart de Laet	zett001bern01_01.xml	zett001bern01	Eugeen Zetternam	0	0	0	0	3	23	3	0	0	21
kerc007voll04	kerc007	1848	1869	1ste druk	0	1818	1857	Antwerpen		proza	roman	Pieter Frans van Kerckhoven	Volledige werken. Deel 3	kerc007voll04_01.xml	kerc007ziel01,kerc007voll05,kerc007voll04	Pieter Frans van Kerckhoven	0	0	0	0	3	15	2	0	0	35
kerc007voll05	kerc007	1848	1869	1ste druk	0	1818	1857	Antwerpen		proza	roman	Pieter Frans van Kerckhoven	Volledige werken. Deel 4	kerc007voll05_01.xml	kerc007ziel01,kerc007voll05,kerc007voll04	Pieter Frans van Kerckhoven	0	0	0	0	3	15	2	0	0	35
zett001mijn01	zett001	1848	1848	1ste druk	0	1826	1855	Antwerpen		proza	roman	Eugeen Zetternam	Mijnheer Luchtervelde	zett001mijn01_01.xml	zett001mijn01	Eugeen Zetternam	0	0	0	0	3	23	3	0	0	21
bosb002dona01	bosb002	1849	1899	1ste druk	1	1812	1886	Alkmaar		proza	novelle(n),historische roman	A.L.G. Bosboom-Toussaint	Don Abbondio II. Historische novellen. Een arme die rijk maakt	bosb002dona01_01.xml	bosb002dona02,bosb002hist01,bosb002dona01	Geertruida Bosboom-Toussaint	0	0	0	0	6	127	1	0	0	0
bosb002huis02	bosb002	1849	1849	1ste druk	1	1812	1886	Alkmaar		proza	roman,historische roman	A.L.G. Bosboom-Toussaint	Het huis Honselaarsdijk in 1638. Deel 1	bosb002huis02_01.xml	bosb002huis02	Geertruida Bosboom-Toussaint	0	0	0	0	6	127	0	6	0	0
bosb002huis08	bosb002	1849	1849	1ste druk	1	1812	1886	Alkmaar		proza	roman,historische roman	A.L.G. Bosboom-Toussaint	Het huis Honselaarsdijk in 1638. Deel 2	bosb002huis08_01.xml	bosb002huis08	Geertruida Bosboom-Toussaint	0	0	0	0	6	127	0	6	0	0
bosb002vrou02	bosb002	1849	1900	1ste druk	1	1812	1886	Alkmaar		poëzie	historische roman	A.L.G. Bosboom-Toussaint	De vrouwen van het Leycestersche tijdvak. Deel 1	bosb002vrou02_01.xml	bosb002vrou02,bosb002vrou01,bosb002vrou03	Geertruida Bosboom-Toussaint	0	0	0	0	6	127	2	0	0	0
bosb002vrou03	bosb002	1849	1900	1ste druk	1	1812	1886	Alkmaar		proza	historische roman	A.L.G. Bosboom-Toussaint	De vrouwen van het Leycestersche tijdvak. Deel 2	bosb002vrou03_01.xml	bosb002vrou02,bosb002vrou01,bosb002vrou03	Geertruida Bosboom-Toussaint	0	0	0	0	6	127	2	0	0	0
bosb002alkm02	bosb002	1850	1860	3de druk	1	1812	1886	Alkmaar		proza	novelle(n)	A.L.G. Bosboom-Toussaint	De Alkmaarsche wees en eenige andere novellen	bosb002alkm02_01.xml	bosb002alkm02,bosb002alkm01,bosb002graa01,bosb002fami01,bosb002graa04	Geertruida Bosboom-Toussaint	0	0	0	0	6	127	7	0	0	0
cons001baes01	cons001	1850	1850	1ste druk	0	1812	1883	Antwerpen		proza	roman	Hendrik Conscience	Baes Gansendonck	cons001baes01_01.xml	cons001baes01	Hendrik Conscience	0	0	0	7	93	230	1	0	0	1
cons001lote01	cons001	1850	1850	1ste druk	0	1812	1883	Antwerpen		proza	roman	Hendrik Conscience	De loteling	cons001lote01_01.xml	cons001lote01	Hendrik Conscience	0	0	0	7	93	230	6	0	0	1
duys003leve01	duys003	1850	1850	1ste druk	0	1822		Dennenburg		proza,jeugdliteratuur	roman	Peter Duys	Levensschetsen van jeugdige Christenen	duys003leve01_01.xml	duys003leve01		0	0	0	1	0	9	0	0	0	0
lenn006eliz01	lenn006	1850	1850	1ste druk	0	1802	1868	Amsterdam		proza	historische roman	Jacob van Lennep	Elizabeth Musch (3 delen)	lenn006eliz01_01.xml	lenn006eliz01	Jacob van Lennep	1	0	0	3	77	198	1	0	0	19
bril009waar01	bril009	1851	1880	herdruk	0	1810	1852	Leiden		proza,jeugdliteratuur	roman	H.J. Brill	Waar liefde woont gebiedt de Heer den zegen	bril009waar01_01.xml	bril009waar02,bril009waar01		0	0	0	0	0	0	0	0	0	0
snie001arme01	snie001	1851	1851	1ste druk	0	1825	1904	Bladel		proza	roman	August Snieders	De arme schoolmeester	snie001arme01_01.xml	snie001arme01	August Snieders	0	0	0	0	9	31	1	1	0	26
snie001burg02	snie001	1851	1926	1ste druk	0	1825	1904	Bladel		proza	roman	August Snieders	Werken. Deel 20. Burgerdeugd	snie001burg02_01.xml	snie001burg02,snie001burg01	August Snieders	0	0	0	0	9	31	0	0	0	26
bosb002medi02	bosb002	1852	1899	?	1	1812	1886	Alkmaar		proza	historische roman	A.L.G. Bosboom-Toussaint	Media-Noche. Een tafereel uit den Nijmeegschen vredehandel, 1678	bosb002medi02_01.xml	bosb002medi01,bosb002medi03,bosb002medi02	Geertruida Bosboom-Toussaint	0	0	0	0	6	127	3	0	0	0
cons001gier01	cons001	1852	1852	1ste druk	0	1812	1883	Antwerpen		proza	roman	Hendrik Conscience	De gierigaard	cons001gier01_01.xml	cons001gier01	Hendrik Conscience	0	0	0	7	93	230	0	0	0	1
snie002kind02	snie002	1852	1930	?	0	1812	1888	Bladel		proza	roman	Jan Renier Snieders	Het kind met den helm	snie002kind02_01.xml	snie002kind02,snie002kind01	Renier Snieders	0	0	0	0	6	8	0	0	0	7
zett001arno01	zett001	1852	1852	1ste druk	0	1826	1855	Antwerpen		proza	roman	Eugeen Zetternam	Arnold de Droomer	zett001arno01_01.xml	zett001arno01	Eugeen Zetternam	0	0	0	0	3	23	3	0	0	21
calc002star02	calc002	1853	1861	?	1	1822	1904	Amsterdam		proza	roman,historische roman	Elise van Calcar	Eene star in den nacht (2 delen)	calc002star02_01.xml	calc002star01,calc002star02	Elise van Calcar	0	0	0	0	11	29	1	0	0	1
cons001boer01	cons001	1853	1853	1ste druk	0	1812	1883	Antwerpen		proza	historische roman	Hendrik Conscience	De boerenkryg (1798). Deel 1	cons001boer01_01.xml	cons001boer01	Hendrik Conscience	0	0	0	7	93	230	0	0	0	1
cons001boer02	cons001	1853	1853	1ste druk	0	1812	1883	Antwerpen		proza	historische roman	Hendrik Conscience	De boerenkryg (1798). Deel 2	cons001boer02_01.xml	cons001boer02	Hendrik Conscience	0	0	0	7	93	230	0	0	0	1
geir001free01	geir001	1853	1853	1ste druk	0	1828	1902	Gent		proza	roman	Pieter Geiregat	Freê-altyd-wys	geir001free01_01.xml	geir001free01	Pieter Geiregat	0	0	0	0	0	5	1	0	0	8
